Sample #,Date Collected,Sampling Time,Time Of Low Tide,Julian Day,Site Code,Site Name,Site Latitude,Site Longitude,Air Temperature,Surface Water Temperature,Water Temperature At -3 Feet,Salinity,Chlorophyll,Oyster Tissue Temperature,"Total Vibrio Parahaemolyticus, Water","Tdh+ Vibrio Parahaemolyticus, Water","Total Vibrio Parahaemolyticus, Net Tow","Tdh+ Vibrio Parahaemolyticus, Net Tow","Total Vibrio Parahemolyticus, Oyster","Tdh+ Vibrio Parahaemolyticus, Oyster",Record Number,Accessed Date,Source Url,Preferred Citation
96,2007-07-10 00:00:00,2007-07-10 09:33:00,2007-07-10 08:07:00,191,JCHC013,Dabob Bay,47.76963,-122.82102,24.5,14.1,14,26,2.718,22.6,.08,0,.25,0,9.3,0,Row 355 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
95,2007-07-10 00:00:00,2007-07-10 10:34:00,2007-07-10 08:08:00,191,JCMI005,Mystery Bay,48.0569,-122.69488,26,17.8,17.2,26,5.636,28.2,0,0,0,0,2.3,.23,Row 356 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
91,2007-07-10 00:00:00,2007-07-10 07:50:00,2007-07-10 08:18:00,191,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,18.2,20.6,20.5,30,1.206,19.8,.57,0,2.03,0,9300,0,Row 357 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
93,2007-07-10 00:00:00,2007-07-10 08:50:00,2007-07-10 08:18:00,191,MCHC014,"Belfair park, Hood canal",47.42855,-122.87437,21.4,19.8,19.8,25,7.632,23.3,.19,0,2.59,0,930,0,Row 358 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
92,2007-07-10 00:00:00,2007-07-10 09:40:00,2007-07-10 08:01:00,191,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,19.5,19.9,19.6,25,2.626,22.3,.33,0,2.73,0,2300,0,Row 359 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
97,2007-07-11 00:00:00,2007-07-11 09:02:00,2007-07-11 05:19:00,192,GHGH000,Grays Habor,46.96043,-124.03574,20.1,15.5,14.7,27,1.155,19.6,.26,0,1.72,0,930,4.27,Row 360 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
98,2007-07-11 00:00:00,2007-07-11 08:45:00,2007-07-11 05:29:00,192,PAWB002,Nahcotta,46.45461,-124.00977,19.2,19.2,19.2,26,3.242,18.2,.1,0,.36,0,1500,9.3,Row 361 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
99,2007-07-11 00:00:00,2007-07-11 07:50:00,2007-07-11 05:29:00,192,PAWB009,Stackpole Harbor,46.60131,-124.03107,15.6,18.7,16.5,28,20.657,16.1,.54,.08,2.67,0,150,4.27,Row 362 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
102,2007-07-12 00:00:00,2007-07-12 12:05:00,2007-07-12 09:55:00,193,JCHC021,Duckabush,47.64711,-122.92964,15.8,15.5,15.4,19,.894,20.3,0,0,.66,0,93,.092,Row 363 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
100,2007-07-12 00:00:00,2007-07-12 10:20:00,2007-07-12 09:55:00,193,KPHC012,Misery point,47.65506,-122.82842,20.5,17.7,16.5,30,7.194,20,0,0,0,0,23,.23,Row 364 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
101,2007-07-12 00:00:00,2007-07-12 11:20:00,2007-07-12 10:00:00,193,MCHC004,"Mike's beach, Hood canal",47.55801,-123.02454,19.7,17.4,17.1,26,1.454,21.7,0,0,0,0,430,.092,Row 365 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
108,2007-07-15 00:00:00,2007-07-15 12:50:00,2007-07-15 12:16:00,196,MCHC004,"Mike's beach, Hood canal",47.55801,-123.02454,33.6,18.6,17.1,27,7.998,34.2,0,0,.23,0,933,.43,Row 366 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
106,2007-07-15 00:00:00,2007-07-15 12:05:00,2007-07-15 12:16:00,196,MCHC056,Hoodsport,47.39555,-123.1438,21.8,17.2,13.3,25,9.281,30.4,1.11,0,.93,0,9300,0,Row 367 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
119,2007-07-15 00:00:00,2007-07-15 13:17:00,2007-07-15 13:15:00,196,MCHI018,Hammersley Inlet,47.20665,-123.01017,19.2,17.7,17.6,32,1.144,23.1,.03,0,5.11,0,3850,0,Row 368 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
105,2007-07-15 00:00:00,2007-07-15 15:10:00,2007-07-15 14:00:00,196,MCSS013,Oakland Bay,47.22503,-123.0373,20.1,21.4,19.1,25,118.4,27.4,3.97,0,5.45,0,430,.036,Row 369 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
115,2007-07-15 00:00:00,2007-07-15 13:46:00,2007-07-15 13:15:00,196,MCSS018,Totten Inlet,47.143,-123.06354,22.3,19.4,19.3,24,2.297,24.3,.28,0,.35,0,430,2.2,Row 370 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
118,2007-07-15 00:00:00,2007-07-15 14:23:00,2007-07-15 13:06:00,196,TCSS0E0,Eld Inlet,47.11399,-122.94886,22.5,21.4,21.1,21,19.45,27.4,.61,0,.73,0,2300,2.3,Row 371 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
107,2007-07-16 00:00:00,2007-07-16 14:00:00,2007-07-16 12:50:00,197,JCHC011,Quilcene Bay,47.78746,-122.85935,26,23.4,,23,1.746,31.9,.48,0,1.69,0,230,0,Row 372 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
109,2007-07-16 00:00:00,2007-07-16 15:10:00,2007-07-16 12:52:00,197,JCHC021,Duckabush,47.64711,-122.92964,30.9,22.8,,5,.903,29.9,1.78,0,0,0,930,.38,Row 373 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
104,2007-07-16 00:00:00,2007-07-16 12:35:00,2007-07-16 12:43:00,197,JCMI005,Mystery Bay,48.0569,-122.69488,25.3,16.4,16.3,30,3.34,23.7,.3,0,0,0,.36,0,Row 374 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
103,2007-07-16 00:00:00,2007-07-16 12:53:00,2007-07-16 01:05:00,197,KPHC012,Misery point,47.65506,-122.82842,25.4,17.7,17.3,26,2.447,33.9,0,0,.47,0,430,.15,Row 375 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
116,2007-07-17 00:00:00,2007-07-17 14:14:00,2007-07-17 13:40:00,198,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,19.3,19.9,20,27,.979,24.4,1.62,0,2.57,0,4300,0,Row 376 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
114,2007-07-17 00:00:00,2007-07-17 15:46:00,2007-07-17 01:40:00,198,MCHC014,"Belfair park, Hood canal",47.42855,-122.87437,19.1,20.8,20,21,.894,22.5,.16,0,.64,0,4300,0,Row 377 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
117,2007-07-17 00:00:00,2007-07-17 15:05:00,2007-07-17 13:40:00,198,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,17.7,19.5,19.2,26,5.82,23.2,3.6,0,.77,0,1500,.092,Row 378 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
110,2007-07-17 00:00:00,2007-07-17 10:15:00,2007-07-17 10:15:00,198,PAWB002,Nahcotta,46.45461,-124.00977,19.8,19.5,,26,3.321,19.9,.17,0,0,0,38,.15,Row 379 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
111,2007-07-18 00:00:00,2007-07-18 10:40:00,2007-07-18 10:36:00,199,GHGH000,Grays Habor,46.96043,-124.03574,16.6,18.4,18.2,26,6.862,17.7,.6,0,33.5,0,23,.15,Row 380 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
113,2007-07-18 00:00:00,2007-07-18 13:55:00,2007-07-18 03:08:00,199,MCSS008,"Case Inlet, North North Bay",47.40244,-122.82406,,18.2,18.3,29,2.174,17.8,0,0,2.14,0,23,0,Row 381 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
112,2007-07-18 00:00:00,2007-07-18 15:15:00,2007-07-18 13:42:00,199,SKSB009,Samish Bay,48.58865,-122.48548,17.3,17.8,17.8,18,1.869,18.3,2.42,0,,,.92,0,Row 382 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
121,2007-07-23 00:00:00,2007-07-23 09:55:00,2007-07-23 08:52:00,204,MCHI018,Hammersley Inlet,47.20665,-123.01017,17.7,17.7,17.8,28,3.209,19.3,.04,0,0,0,43,.036,Row 383 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
120,2007-07-23 00:00:00,2007-07-23 09:10:00,2007-07-23 08:52:00,204,MCSS013,Oakland Bay,47.22503,-123.0373,17.8,18.7,18.9,25,2.184,20.2,.04,0,0,0,150,0,Row 384 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
124,2007-07-23 00:00:00,2007-07-23 07:52:00,2007-07-23 07:52:00,204,MCSS018,Totten Inlet,47.143,-123.06354,21,17.6,17.7,26,1.89,17,.37,0,.15,0,43,.074,Row 385 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
122,2007-07-23 00:00:00,2007-07-23 09:07:00,2007-07-23 07:43:00,204,TCSS0E0,Eld Inlet,47.11399,-122.94886,19.1,16.9,16.5,28,1.202,20.2,.04,0,.36,0,1500,.036,Row 386 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
123,2007-07-23 00:00:00,2007-07-23 08:40:00,2007-07-23 07:52:00,204,TCSS0T2,South Totten Inlet,47.11496,-123.02234,19.2,17.3,17.3,30,2.928,18.3,.08,0,.13,0,15,0,Row 387 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
127,2007-07-24 00:00:00,2007-07-24 08:30:00,2007-07-24 07:38:00,205,JCHC011,Quilcene Bay,47.78746,-122.85935,17.7,17.9,16.7,20,2.228,17.6,.43,0,.67,0,1500,0,Row 388 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
125,2007-07-24 00:00:00,2007-07-24 07:50:00,2007-07-24 07:38:00,205,JCHC013,Dabob Bay,47.76963,-122.82102,16.5,16.5,,20,1.589,16.3,.17,0,1.21,0,23,0,Row 389 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
126,2007-07-24 00:00:00,2007-07-24 09:35:00,2007-07-24 07:40:00,205,JCHC021,Duckabush,47.64711,-122.92964,20,17.2,15.1,6,1.184,19.3,.04,0,.27,0,23,0,Row 390 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
130,2007-07-25 00:00:00,2007-07-25 09:30:00,2007-07-25 08:35:00,206,MCHC004,"Mike's beach, Hood canal",47.55801,-123.02454,21.9,18.1,17.9,28,.999,20.8,0,0,.2,0,430,.43,Row 391 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
128,2007-07-25 00:00:00,2007-07-25 10:15:00,2007-07-25 08:35:00,206,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,23.7,11.8,12,1,.664,19.1,.15,0,0,0,150,0,Row 392 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
129,2007-07-25 00:00:00,2007-07-25 08:30:00,2007-07-25 08:39:00,206,MCHC007,"Potlatch, Hood canal",47.36011,-123.15604,14.4,15.9,15.5,10,.984,14.8,0,0,19,0,2.3,0,Row 393 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
